size,total_sqft,bath,balcony,loc
3,1836.0,3.0,2.0,231
2,1140.0,2.0,1.0,78
3,1489.0,3.0,2.0,200
2,1308.0,2.0,1.0,200
1,825.0,1.0,1.0,231
2,1155.0,2.0,1.0,78
2,1219.0,2.0,1.0,78
3,1549.0,3.0,2.0,78
2,1200.0,2.0,1.0,78
2,1140.0,2.0,1.0,78
3,1626.0,3.0,3.0,231
2,1150.0,2.0,2.0,200
3,1984.0,4.0,1.0,200
2,1216.0,2.0,1.0,231
2,1418.0,2.0,2.0,200
2,1200.0,2.0,1.0,200
2,1270.0,2.0,1.0,231
4,2900.0,4.0,2.0,200
3,1691.0,3.0,2.0,200
3,1730.0,3.0,2.0,231
3,1585.0,3.0,2.0,231
4,3420.0,4.0,2.0,200
3,1691.0,3.0,3.0,200
2,1140.0,2.0,1.0,78
3,1550.0,3.0,3.0,200
2,1180.0,2.0,1.0,231
2,1346.0,2.0,1.0,231
3,1660.0,3.0,2.0,200
3,1768.0,3.0,2.0,231
2,1280.0,2.0,1.0,200
2,1216.0,2.0,1.0,231
3,1252.0,2.0,1.0,78
2,1267.0,2.0,1.0,231
2,750.0,2.0,1.0,231
3,1830.0,3.0,1.0,200
3,1592.0,3.0,1.0,200
2,1115.0,2.0,1.0,200
4,2225.0,4.0,0.0,78
3,1418.0,3.0,2.0,78
1,524.0,1.0,1.0,231
3,1763.25,3.0,3.0,200
2,984.0,2.0,1.0,200
4,2830.0,5.0,3.0,231
3,1157.0,2.0,1.0,200
2,1140.0,2.0,1.0,78
3,2225.0,2.0,1.0,231
3,1685.0,3.0,1.0,200
3,1615.0,3.0,0.0,231
1,715.0,1.0,2.0,200
2,900.0,2.0,2.0,78
3,2275.0,4.0,2.0,200
2,1116.0,2.0,2.0,78
3,1700.0,3.0,2.0,231
2,972.0,2.0,1.0,78
3,1510.0,2.0,1.0,200
1,750.0,1.0,1.0,231
1,905.0,1.0,1.0,231
3,1691.0,3.0,2.0,200
3,1691.0,3.0,2.0,200
2,1160.0,2.0,1.0,78
2,1116.0,2.0,2.0,78
4,2400.0,4.0,1.0,231
2,1150.0,2.0,2.0,231
2,1065.0,2.0,1.0,78
3,1200.0,3.0,2.0,231
2,1219.0,2.0,1.0,78
3,1655.0,3.0,2.0,231
1,702.0,1.0,1.0,200
1,905.0,1.0,1.0,231
3,1787.0,3.0,2.0,200
2,1305.0,2.0,1.0,200
3,1940.0,4.0,3.0,78
3,3758.0,3.0,1.0,231
3,1457.0,3.0,3.0,200
2,1255.0,2.0,1.0,200
2,1025.0,2.0,1.0,78
3,1700.0,3.0,2.0,200
2,1020.0,2.0,1.0,78
3,3117.0,3.0,2.0,231
4,3262.0,4.0,2.0,231
3,1405.0,2.0,1.0,231
3,1550.0,2.0,2.0,200
2,1173.0,2.0,1.0,231
5,3250.0,5.0,0.0,231
1,605.0,1.0,1.0,231
3,1760.0,3.0,2.0,231
3,1700.0,3.0,2.0,231
3,1820.0,3.0,2.0,231
4,2830.0,5.0,2.0,231
3,1787.0,3.0,2.0,200
1,950.0,1.0,0.0,200
2,1320.0,2.0,1.0,231
3,1850.0,3.0,2.0,200
2,1242.0,2.0,1.0,200
2,1216.0,2.0,1.0,231
3,3044.0,3.0,2.0,200
2,1338.0,2.0,1.0,231
1,530.0,1.0,1.0,231
3,1489.0,2.0,3.0,200
4,2928.0,4.0,3.0,231
1,650.0,1.0,1.0,78
3,2070.0,4.0,2.0,200
3,1150.0,3.0,3.0,78
3,2089.0,3.0,2.0,200
2,1290.0,2.0,0.0,231
2,1216.0,2.0,1.0,231
3,1270.0,2.0,2.0,231
3,1336.0,2.0,3.0,78
3,1697.0,3.0,2.0,231
3,1500.0,3.0,1.0,231
4,4075.0,5.0,3.0,231
2,1000.0,2.0,1.0,78
3,1897.0,3.0,2.0,231
3,925.0,2.0,1.0,78
3,1395.0,2.0,1.0,78
2,1340.0,2.0,1.0,231
3,1820.0,3.0,2.0,231
2,1031.0,2.0,1.0,78
3,1200.0,3.0,1.0,200
3,2225.0,3.0,1.0,231
4,3252.0,4.0,3.0,231
3,1655.0,3.0,2.0,231
1,516.0,1.0,1.0,231
3,2206.0,4.0,1.0,200
4,2900.0,4.0,3.0,231
3,1157.0,2.0,1.0,200
4,4104.0,4.0,2.0,231
3,2321.0,4.0,1.0,231
4,3200.0,4.0,3.0,231
3,1181.0,2.0,1.0,200
2,1160.0,2.0,1.0,78
3,993.0,2.0,2.0,78
4,3445.0,5.0,3.0,231
3,2140.0,3.0,2.0,231
3,1626.0,3.0,3.0,231
2,1320.0,2.0,1.0,200
3,1525.0,2.0,2.0,200
3,2100.0,3.0,2.0,200
3,1564.0,3.0,1.0,231
2,1000.0,2.0,1.0,78
3,1660.0,2.0,2.0,200
3,1991.0,3.0,2.0,231
4,1900.0,3.0,1.0,78
3,1200.0,3.0,1.0,231
1,691.0,1.0,1.0,200
3,1778.0,3.0,2.0,231
3,1157.0,2.0,1.0,200
2,829.0,2.0,1.0,78
3,1600.0,3.0,1.0,200
2,1031.0,2.0,1.0,78
4,4000.0,4.0,2.0,231
2,1266.0,2.0,2.0,78
3,1720.0,3.0,3.0,231
2,1230.0,2.0,1.0,200
3,1740.0,3.0,2.0,231
2,769.0,2.0,1.0,78
3,1879.0,3.0,2.0,200
3,2600.0,3.0,2.0,200
3,2275.0,4.0,2.0,200
3,2556.0,3.0,2.0,200
3,1680.0,3.0,1.0,200
2,1314.0,2.0,1.0,231
3,2280.0,4.0,2.0,231
2,1459.0,2.0,1.0,231
3,1745.0,3.0,3.0,231
4,4144.0,4.0,3.0,231
2,1350.0,2.0,1.0,231
2,1216.0,2.0,1.0,231
3,1640.0,4.0,2.0,231
3,3010.0,3.0,2.0,231
1,650.0,1.0,1.0,231
3,1585.0,3.0,1.0,231
3,1800.0,3.0,3.0,78
4,1230.0,4.0,2.0,231
2,1262.0,2.0,2.0,200
2,920.0,2.0,2.0,78
3,1564.0,3.0,1.0,231
2,1118.0,2.0,1.0,231
3,2134.0,4.0,2.0,231
2,1067.0,2.0,1.0,200
3,1300.0,2.0,2.0,200
2,1160.0,2.0,1.0,78
3,1787.0,3.0,2.0,200
3,1700.0,3.0,1.0,200
3,1846.0,3.0,3.0,200
1,840.0,1.0,1.0,231
2,1128.0,2.0,2.0,200
2,1362.0,2.0,3.0,231
2,1044.0,2.0,2.0,200
2,1026.0,2.0,1.0,200
2,1165.0,2.0,1.0,78
2,1020.0,2.0,2.0,78
3,1660.0,2.0,2.0,200
1,825.0,1.0,1.0,231
3,1200.0,3.0,2.0,200
3,1612.0,3.0,1.0,200
2,1308.0,2.0,1.0,200
3,2100.0,3.0,2.0,200
2,1059.0,2.0,2.0,200
3,1711.0,3.0,1.0,200
3,1600.0,3.0,2.0,231
2,1242.0,2.0,1.0,200
3,2180.0,3.0,2.0,200
3,2140.0,3.0,2.0,200
1,905.0,1.0,1.0,231
1,702.0,1.0,0.0,200
3,1252.0,2.0,3.0,78
3,1720.0,3.0,2.0,231
3,1691.0,3.0,2.0,200
2,1220.0,2.0,1.0,231
2,1346.0,2.0,1.0,200
3,1881.0,3.0,2.0,200
4,2268.0,3.0,0.0,231
3,1826.0,3.0,2.0,200
2,1216.0,2.0,1.0,231
3,1396.0,3.0,1.0,231
3,1691.0,3.0,1.0,200
4,3252.0,4.0,1.0,231
1,950.0,1.0,1.0,231
2,1216.0,2.0,1.0,231
2,1050.0,2.0,1.0,200
3,2842.0,3.0,2.0,231
3,2280.0,4.0,2.0,231
4,2400.0,4.0,3.0,231
2,1270.0,2.0,1.0,231
2,1140.0,2.0,2.0,78
3,3450.0,4.0,2.0,231
4,3425.0,5.0,2.0,231
3,1455.0,2.0,1.0,200
3,1725.0,3.0,2.0,231
3,1760.0,3.0,2.0,231
3,1275.0,2.0,3.0,231
3,1691.0,3.0,2.0,200
2,1300.0,2.0,2.0,78
1,613.0,1.0,1.0,231
3,1755.0,3.0,2.0,200
3,1700.0,3.0,3.0,200
3,1222.0,2.0,1.0,200
3,1750.0,3.0,3.0,200
3,1826.0,3.0,2.0,200
3,1790.0,3.0,3.0,78
3,1157.0,2.0,1.0,200
2,1132.0,2.0,1.0,200
2,1278.0,2.0,2.0,200
4,3940.0,5.0,3.0,231
2,1132.0,2.0,1.0,231
2,1050.0,2.0,1.0,200
3,1305.0,3.0,1.0,78
4,2135.0,3.0,2.0,231
3,1740.0,4.0,3.0,231
4,2425.0,5.0,1.0,200
3,1550.0,2.0,1.0,200
3,1691.0,3.0,2.0,200
2,1216.0,2.0,1.0,231
3,1704.0,3.0,1.0,231
2,1346.0,2.0,1.0,200
4,3453.0,4.0,2.0,231
3,1545.0,3.0,2.0,231
2,1173.0,2.0,1.0,231
2,1280.0,2.0,0.0,231
4,2268.0,3.0,2.0,231
3,1800.0,3.0,2.0,200
3,1881.0,3.0,2.0,200
3,1200.0,3.0,1.0,231
3,2321.0,4.0,1.0,231
3,1580.0,3.0,3.0,200
3,1700.0,3.0,3.0,200
3,1700.0,3.0,2.0,200
3,2025.0,4.0,2.0,231
4,2425.0,5.0,1.0,200
3,2023.0,4.0,2.0,231
4,3537.0,5.0,3.0,231
2,1065.0,2.0,1.0,78
2,1090.0,2.0,1.0,78
4,3750.0,6.0,3.0,200
3,1850.0,3.0,2.0,231
2,1290.0,2.0,2.0,200
2,1485.0,2.0,1.0,231
2,1309.0,2.0,3.0,200
2,1140.0,2.0,1.0,78
3,1655.0,3.0,3.0,231
3,1700.0,3.0,1.0,231
2,1233.0,2.0,2.0,200
1,475.0,1.0,1.0,200
3,975.0,2.0,2.0,78
1,835.0,1.0,1.0,200
3,2210.0,3.0,2.0,231
1,840.0,1.0,1.0,231
4,2880.0,3.0,2.0,200
4,2830.0,4.0,3.0,231
2,1000.0,2.0,1.0,78
1,575.0,1.0,1.0,78
2,1173.0,2.0,1.0,231
3,1826.0,3.0,2.0,200
4,5400.0,5.0,3.0,231
2,1367.0,2.0,0.0,200
2,1216.0,2.0,1.0,231
4,3565.0,4.0,0.0,231
2,1229.0,2.0,2.0,200
3,1200.0,3.0,2.0,231
3,1457.0,2.0,2.0,231
3,1635.0,2.0,2.0,231
3,1840.0,3.0,2.0,231
3,2275.0,4.0,2.0,200
3,1200.0,3.0,2.0,200
2,1250.0,2.0,2.0,231
2,1140.0,2.0,1.0,78
3,1157.0,2.0,1.0,200
4,3606.0,4.0,2.0,231
2,1241.0,2.0,1.0,200
2,1060.0,2.0,1.0,200
3,1655.0,3.0,1.0,231
4,2882.0,5.0,1.0,231
1,685.0,1.0,1.0,200
3,1697.0,3.0,2.0,231
4,11890.0,4.0,3.0,231
3,1819.0,3.0,2.0,200
3,1862.0,4.0,1.0,200
3,3500.0,3.0,2.0,200
3,1845.0,4.0,1.0,200
5,3227.0,5.0,0.0,231
2,1216.0,2.0,1.0,231
2,1346.0,2.0,1.0,200
3,2173.0,3.0,2.0,231
2,1000.0,2.0,1.0,200
3,1910.0,3.0,2.0,231
2,1311.0,2.0,1.0,200
3,1870.0,3.0,2.0,231
3,1610.0,3.0,2.0,231
3,1846.0,3.0,2.0,200
4,3075.0,2.0,3.0,231
1,624.0,1.0,1.0,231
3,1200.0,3.0,1.0,231
3,1819.0,3.0,2.0,200
3,1984.0,4.0,1.0,200
2,1216.0,2.0,1.0,231
2,1346.0,2.0,1.0,200
2,1350.0,2.0,1.0,200
2,1350.0,2.0,2.0,200
3,1500.0,3.0,1.0,231
3,1346.0,2.0,1.0,231
2,1125.0,2.0,1.0,78
2,1125.0,2.0,1.0,78
3,1639.0,3.0,2.0,231
2,1145.0,2.0,2.0,200
2,984.0,2.0,1.0,200
2,1346.0,2.0,1.0,200
4,2990.0,3.0,2.0,231
2,1065.0,2.0,1.0,78
3,2180.0,4.0,3.0,200
2,1070.0,2.0,2.0,78
3,1877.0,4.0,2.0,200
3,2700.0,5.0,2.0,231
3,1691.0,3.0,2.0,200
2,1025.0,2.0,1.0,78
4,2400.0,4.0,3.0,231
2,1112.0,2.0,1.0,200
4,4111.0,4.0,1.0,200
3,3150.0,3.0,1.0,231
3,3596.0,3.0,1.0,231
2,1200.0,2.0,1.0,78
3,1600.0,3.0,2.0,231
2,1272.0,2.0,1.0,231
2,1335.0,2.0,1.0,200
3,1693.0,3.0,2.0,200
2,1000.0,2.0,1.0,78
3,1720.0,3.0,3.0,231
3,1192.0,2.0,3.0,78
3,1570.0,3.0,3.0,231
4,3410.0,5.0,3.0,231
3,2497.0,3.0,2.0,200
4,3900.0,4.0,3.0,200
3,1660.0,3.0,1.0,231
3,2275.0,4.0,2.0,200
2,1020.0,2.0,1.0,78
